cod_mun,risk_prob,high_risk
0110001,0.0533494125464668,0
0110001,0.04526751349167436,0
0110001,0.030951436023634753,0
0110001,0.043055253444287137,0
0110001,0.03129426582347906,0
0110002,0.024532800673634617,0
0110002,0.03085707484626594,0
0110002,0.0385407581320096,0
0110002,0.031169769737216756,0
0110002,0.04321006497535132,0
0110003,0.004949283326464258,0
0110003,0.012118490157652335,0
0110003,0.007152807801455945,0
0110003,0.007244278838133916,0
0110003,0.004800392253934864,0
0110004,0.053490742066456376,0
0110004,0.05367055390064378,0
0110004,0.056145177814634496,0
0110004,0.05818542034309313,0
0110004,0.024546440440312064,0
0110005,0.029298716412802368,0
0110005,0.02944249997220973,0
0110005,0.02465652071378832,0
0110005,0.031559962199132985,0
0110005,0.02153562553385986,0
0110006,0.019025925548984274,0
0110006,0.0162853397550867,0
0110006,0.013726688937718714,0
0110006,0.009297630375346375,0
0110006,0.014353592948943492,0
0110007,0.03152194574217397,0
0110007,0.014546174964107008,0
0110007,0.024269400394131585,0
0110007,0.02180215878252351,0
0110007,0.01639740637806687,0
0110008,0.03821672275303598,0
0110008,0.028718514471964777,0
0110008,0.021764078961386366,0
0110008,0.02132063080734318,0
0110008,0.01688173249551167,0
0110009,0.045799345419059286,0
0110009,0.03609515086944838,0
0110009,0.03130801613359218,0
0110009,0.045734174273380966,0
0110009,0.06065518036366042,0
0110010,0.07244598640254647,0
0110010,0.06296716699200507,0
0110010,0.07761415155468321,0
0110010,0.07516081519570107,0
0110010,0.0356558247526356,0
0110011,0.026742318474613943,0
0110011,0.031224488274695563,0
0110011,0.03374707294950739,0
0110011,0.03164130008585974,0
0110011,0.031728023359336104,0
0110012,0.1268241481505332,0
0110012,0.1022031118132616,0
0110012,0.09697185303770615,0
0110012,0.1096056578868245,0
0110012,0.10894067191532537,0
0110013,0.0717614544106175,0
0110013,0.03368555660397552,0
0110013,0.03314100172993458,0
0110013,0.045523059184070805,0
0110013,0.05784530362335872,0
0110014,0.016655196832812517,0
0110014,0.026533004866358567,0
0110014,0.016813485633536997,0
0110014,0.014277208418059963,0
0110014,0.00947839782560036,0
0110015,0.01948057724619445,0
0110015,0.016709142557224096,0
0110015,0.023893388517726787,0
0110015,0.021629158091973535,0
