cod_mun,risk_prob,high_risk
0110001,0.01431302979065201,0
0110001,0.039059596736325725,0
0110001,0.016443350044456424,0
0110001,0.014209908456125457,0
0110001,0.024230990120543226,0
0110002,0.03140596949294387,0
0110002,0.02139544765598243,0
0110002,0.018936375189596247,0
0110002,0.02603451988428007,0
0110002,0.028296084615989446,0
0110003,0.006654425282720227,0
0110003,0.0392597179417503,0
0110003,0.0048603648999142055,0
0110003,0.0,0
0110003,0.0017361133708632976,0
0110004,0.014274832565687578,0
0110004,0.03572878118702296,0
0110004,0.0410177786075658,0
0110004,0.0409741892436359,0
0110004,0.01938931881360742,0
0110005,0.019526748947850045,0
0110005,0.03841241515843687,0
0110005,0.019238116982426046,0
0110005,0.01438203582163803,0
0110005,0.027079890598132636,0
0110006,0.004701686788551378,0
0110006,0.02433871303005411,0
0110006,0.012307941303409582,0
0110006,0.0,0
0110006,0.0,0
0110007,0.029203470431745947,0
0110007,0.04553995539595952,0
0110007,0.014195125276774407,0
0110007,0.016596494217528446,0
0110007,0.02894495335134944,0
0110008,0.024064051097328374,0
0110008,0.01929974982620675,0
0110008,0.019013594552414873,0
0110008,0.011713029737923555,0
0110008,0.01426341581577436,0
0110009,0.04341044844457549,0
0110009,0.06479580928165983,0
0110009,0.02620151129032976,0
0110009,0.035399060232314296,0
0110009,0.024177060457963563,0
0110010,0.06876409698532011,0
0110010,0.050375932355134205,0
0110010,0.03797824810586883,0
0110010,0.05222290814686909,0
0110010,0.05957492485164357,0
0110011,0.009919871599551766,0
0110011,0.02184781454796138,0
0110011,0.012222216730387649,0
0110011,0.024596550491111334,0
0110011,0.007322810147339278,0
0110012,0.07946038391471373,0
0110012,0.07449548089383788,0
0110012,0.055173102396538935,0
0110012,0.07227922347243344,0
0110012,0.04988160639750608,0
0110013,0.05776767667032379,0
0110013,0.028551138699612386,0
0110013,0.016550423449123764,0
0110013,0.016755159094903972,0
0110013,0.028459445251632146,0
0110014,0.016418823743091178,0
0110014,0.01930895068724222,0
0110014,0.012296678635547575,0
0110014,0.009796678635547576,0
0110014,0.005,0
0110015,0.007360226862860515,0
0110015,0.014283685371396708,0
0110015,0.014395916903706243,0
0110015,0.007144019224978406,0
0110015,0.004425468027213097,0
0110018,0.021446759239697712,0
0110018,0.09085353703359253,0
0110018,0.037790969984713915,0
0110018,0.06189301456968381,0
0110018,0.02437306256804569,0
0110020,0.4015835460642302,1
0110020,0.3105970458506603,0
0110020,0.27595146931049025,0
0110020,0.27012549054302526,0
0110020,0.16140513616170937,0
0110025,0.016905926877205324,0
0110025,0.030727328515884028,0
0110025,0.0221082521572017,0
0110025,0.0221082521572017,0
0110025,0.01223819392945912,0
0110026,0.012356858256103198,0
